srch_id,prop_id,booked_v4_pos,booked_v6_pos,v6_helps,v6_hurts,v6_top5_only,v4_top5_only,seg_dest,seg_cand,seg_los,seg_dom,prop_click_rate,prop_dest_book_rate,prop_count,price_vs_prop_mean,value_score_rank_norm,price_rank_norm,review_rank_norm,is_domestic,srch_length_of_stay
75980,19965,3,4,0,1,0,0,high_dest,mid_cand,los_le2,domestic,0.022907978,0.014601549,465,19.79634,0.1,0.5,0.3,1,1
75995,3323,5,4,1,0,0,0,high_dest,low_cand,los_le2,international,0.03942316,0.04932177,283,-43.331207,0.75,0.625,0.25,0,2
76035,41091,1,1,0,0,0,0,,,,,0.08722653,0.19278997,100,-24.4925,0.37931034,0.79310346,0.03448276,0,1
76036,139419,4,3,1,0,0,0,high_dest,mid_cand,los_le2,domestic,0.06208662,0.056507405,56,-16.77893,0.2413793,0.5862069,0.06896552,1,1
76045,72325,15,15,0,0,0,0,high_dest,high_cand,los_le2,international,0.068939656,0.011938593,178,-101.96948,0.27272728,0.6969697,0.5151515,0,2
76050,129925,6,7,0,1,0,0,mid_dest,mid_cand,los_3plus,international,0.043208037,0.025220858,1,-143.26001,0.53333336,0.53333336,0.53333336,0,8
76056,132817,1,3,0,1,0,0,high_dest,high_cand,los_le2,domestic,0.06922223,0.02281124,755,-42.71982,0.032258064,0.032258064,0.06451613,1,2
76058,57505,2,2,0,0,0,0,high_dest,mid_cand,los_le2,international,0.07852131,0.09901867,38,-35.68184,0.26923078,0.8076923,0.15384616,0,1
76059,52770,6,6,0,0,0,0,low_dest,mid_cand,los_le2,domestic,0.03965168,0.013210926,29,5.7886276,0.071428575,0.42857143,0.96428573,1,1
76069,47160,3,3,0,0,0,0,high_dest,low_cand,los_3plus,domestic,0.0834138,0.10645245,46,10.449997,0.5,0.33333334,0.8333333,1,3
76077,28910,1,1,0,0,0,0,,,,,0.024369262,0.09124496,66,-44.187714,0.17391305,0.6956522,0.17391305,1,2
76079,26652,6,5,1,0,1,0,low_dest,high_cand,los_le2,domestic,0.06071726,0.065069415,25,-2.5999985,0.3125,0.03125,0.875,1,1
76085,8456,4,4,0,0,0,0,low_dest,high_cand,los_3plus,domestic,0.052548565,0.060455468,319,16.707886,0.46875,0.28125,0.6875,1,3
76093,91143,4,4,0,0,0,0,mid_dest,low_cand,los_3plus,domestic,0.016334746,0.0064518475,52,0.42000198,0.4375,0.125,0.75,1,3
76115,97150,10,13,0,1,0,0,high_dest,low_cand,los_le2,domestic,0.056600835,0.038709983,29,25.008972,0.42857143,0.9047619,0.04761905,1,2
76134,12643,17,22,0,1,0,0,mid_dest,high_cand,los_le2,domestic,0.032110088,0.02882822,74,-2.6424255,0.3125,0.21875,0.375,1,2
76136,6254,5,5,0,0,0,0,low_dest,low_cand,los_le2,domestic,0.047309324,0.08759344,104,15.528267,0.44444445,0.22222222,0.055555556,1,1
76166,79737,5,7,0,1,0,1,high_dest,high_cand,los_le2,international,0.07829736,0.046353053,217,-1413.4938,0.12903225,0.516129,0.06451613,0,2
76168,81719,6,6,0,0,0,0,mid_dest,high_cand,los_le2,domestic,0.05292011,0.027742945,52,-1.4230804,0.3939394,0.4848485,0.060606062,1,1
76170,21660,1,2,0,1,0,0,low_dest,high_cand,los_le2,international,0.116372146,0.119962744,119,-2.076805,0.24242425,0.27272728,0.36363637,0,1
76174,128344,6,4,1,0,1,0,mid_dest,low_cand,los_3plus,international,0.045127694,0.0491319,44,1.376358,0.64705884,0.29411766,0.4117647,0,3
76195,14165,12,12,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.020294685,0.006935736,36,-3.5147095,0.3125,0.875,0.0625,1,1
76206,59554,17,17,0,0,0,0,mid_dest,low_cand,los_le2,domestic,0.021958183,0.027742945,31,3.4858093,0.9411765,0.3529412,0.7058824,1,1
76217,73081,4,4,0,0,0,0,mid_dest,high_cand,los_3plus,domestic,0.037357796,0.035645247,220,-1.513771,0.20588236,0.14705883,0.23529412,1,4
76229,32000,2,2,0,0,0,0,high_dest,low_cand,los_3plus,domestic,0.08348623,0.12652385,10,-45.054993,0.8333333,0.8333333,0.33333334,1,13
76231,61370,1,1,0,0,0,0,,,,,0.073714525,0.06688631,56,2.812149,0.4,0.4,0.2,0,1
76237,89525,5,5,0,0,0,0,mid_dest,low_cand,los_le2,international,0.094335854,0.0709683,16,49.494995,1.0,0.5,0.16666667,0,2
76254,129522,13,15,0,1,0,0,low_dest,high_cand,los_le2,domestic,0.039459404,0.020603701,156,24.507751,0.03125,0.96875,0.03125,1,1
76274,57340,17,18,0,1,0,0,low_dest,mid_cand,los_le2,international,0.038269978,0.021340726,5,-13.729996,0.115384616,0.15384616,0.42307693,0,1
76301,19247,11,11,0,0,0,0,mid_dest,low_cand,los_le2,international,0.03720692,0.027742945,6,-4.6133347,0.5714286,0.23809524,0.5714286,0,1
76303,137919,1,1,0,0,0,0,,,,,0.06426796,0.061543427,162,-78.2892,0.033333335,0.1,0.9,1,2
76307,97799,2,2,0,0,0,0,high_dest,low_cand,los_3plus,international,0.07866003,0.005548589,254,-552.8915,0.125,0.125,0.125,0,13
76310,40027,4,9,0,1,0,1,low_dest,high_cand,los_le2,international,0.037461773,0.029032487,246,-40.53752,0.7096774,0.38709676,0.09677419,0,2
76311,75769,7,6,1,0,0,0,high_dest,low_cand,los_3plus,international,0.023093952,0.01155956,28,22.811066,0.6363636,0.6363636,0.36363637,0,9
76313,19408,1,1,0,0,0,0,,,,,0.14891873,0.18463027,26,-19.703087,0.21428572,0.35714287,0.14285715,1,4
76334,54849,1,1,0,0,0,0,,,,,0.034344852,0.01631938,9,-31.85556,0.06666667,0.4,0.1,1,5
76355,63355,3,5,0,1,0,0,low_dest,high_cand,los_3plus,international,0.05620473,0.01981639,65,13.482773,0.8064516,0.19354838,0.516129,0,3
76363,116694,1,1,0,0,0,0,,,,,0.07113851,0.027742945,31,-7.831604,0.32142857,1.0,0.035714287,1,2
76375,73162,3,4,0,1,0,0,low_dest,mid_cand,los_le2,international,0.031891648,0.01631938,12,-11.795837,0.3,0.36666667,0.2,0,1
76378,17579,3,1,1,0,0,0,,,,,0.06627852,0.06801336,126,-1825.7441,0.19354838,0.67741936,0.032258064,0,2
76380,103658,15,16,0,1,0,0,mid_dest,mid_cand,los_le2,international,0.056812774,0.026733935,240,-18.522507,0.9285714,0.71428573,0.071428575,0,2
76385,58041,1,1,0,0,0,0,,,,,0.11471559,0.02311912,95,-29.719055,0.45454547,0.5151515,0.09090909,1,1
76393,55286,30,30,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.015596328,0.007926555,120,24.510334,0.9705882,0.20588236,0.9117647,1,2
76395,118433,10,9,1,0,0,0,high_dest,low_cand,los_3plus,domestic,0.061564453,0.015412747,8,0.071250916,0.071428575,0.5714286,0.78571427,1,14
76397,62630,5,5,0,0,0,0,mid_dest,high_cand,los_le2,domestic,0.04253544,0.015412747,25,-1.2771912,0.65625,0.84375,0.0625,1,1
76404,102834,3,3,0,0,0,0,high_dest,mid_cand,los_le2,international,0.06888015,0.03452512,33,-73.921814,0.56,0.68,0.16,0,1
76408,75242,1,1,0,0,0,0,,,,,0.13972229,0.11256393,44,98.66614,0.34615386,0.88461536,0.1923077,0,3
76412,124077,1,1,0,0,0,0,,,,,0.072225794,0.07374878,127,-31.741257,0.04761905,0.23809524,0.0952381,1,1
76436,82857,1,1,0,0,0,0,,,,,0.09887869,0.14258099,24,-11.387505,0.029411765,0.47058824,0.14705883,1,1
76496,39266,2,2,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.04227151,0.051097177,49,-58.424484,0.030303031,0.36363637,0.5151515,1,2
76508,138229,1,1,0,0,0,0,,,,,0.1235232,0.114219435,248,98.07976,0.33333334,0.8484849,0.09090909,1,1
76525,95369,5,8,0,1,0,1,low_dest,high_cand,los_3plus,domestic,0.045543037,0.048809677,724,-58.141296,0.625,0.625,0.125,1,3
76533,24519,22,24,0,1,0,0,low_dest,high_cand,los_3plus,domestic,0.028407052,0.0010469035,686,47.51909,0.8125,0.5,0.53125,1,3
76550,64843,4,3,1,0,0,0,low_dest,low_cand,los_3plus,domestic,0.10734999,0.058525525,57,28.771057,0.33333334,0.93333334,0.13333334,1,5
76559,90786,2,2,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.12398426,0.01981639,5,21.987999,1.0,1.0,0.8,1,1
76574,85609,1,1,0,0,0,0,,,,,0.053862084,0.027742945,32,-37.841248,0.032258064,0.58064514,0.06451613,1,1
76580,104313,1,1,0,0,0,0,,,,,0.06289057,0.008406953,39,-76.0459,0.041666668,0.125,0.5416667,0,3
76594,56371,1,1,0,0,0,0,,,,,0.09290442,0.072831765,49,-13.600403,0.071428575,0.25,0.035714287,1,1
76606,27788,2,2,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.19907932,0.1931473,253,10.181896,0.16666667,0.5,0.083333336,1,2
76617,16918,2,2,0,0,0,0,mid_dest,mid_cand,los_3plus,international,0.04394012,0.025047636,46,52.436737,0.4,0.6,0.16666667,0,3
76651,122582,1,2,0,1,0,0,mid_dest,mid_cand,los_3plus,international,0.073755905,0.033443157,300,-58.28546,0.8518519,0.25925925,0.037037037,0,3
76669,77936,17,21,0,1,0,0,low_dest,high_cand,los_le2,international,0.024353622,0.009566532,25,-3.1439972,0.9677419,0.7741935,0.3548387,0,2
76684,97986,4,2,1,0,0,0,low_dest,high_cand,los_le2,domestic,0.0782619,0.047526993,281,-64.04396,0.3125,0.5,0.75,1,1
76687,138246,7,8,0,1,0,0,high_dest,mid_cand,los_le2,domestic,0.049842525,0.0092476485,37,42.74405,0.09090909,0.6818182,0.045454547,1,2
76696,28413,16,17,0,1,0,0,low_dest,mid_cand,los_le2,domestic,0.01368099,0.014193661,141,28.732338,1.0,0.1,0.96666664,1,1
76699,139575,5,6,0,1,0,1,low_dest,mid_cand,los_le2,domestic,0.07655286,0.015412747,92,-29.815216,0.18518518,0.5925926,0.074074075,1,1
76704,92634,1,1,0,0,0,0,,,,,0.06674311,0.01206215,50,-19.258202,0.05,0.6,0.1,1,3
76716,32153,17,15,1,0,0,0,low_dest,mid_cand,los_le2,domestic,0.03121906,0.011205521,109,9.993851,0.6,0.16,0.64,1,1
76717,133628,2,3,0,1,0,0,low_dest,low_cand,los_le2,domestic,0.06300847,0.027742945,23,10.83696,0.13333334,0.6666667,0.53333336,1,2
76725,47370,10,10,0,0,0,0,low_dest,low_cand,los_3plus,domestic,0.040759154,0.0051375823,101,9.888214,0.9230769,0.30769232,0.53846157,1,3
76741,128866,3,3,0,0,0,0,mid_dest,mid_cand,los_le2,international,0.059040427,0.041554563,179,-5.2591057,0.4347826,0.04347826,0.5652174,0,1
76746,92238,4,4,0,0,0,0,mid_dest,mid_cand,los_3plus,international,0.079401486,0.025026698,138,-142.30064,0.93333334,0.3,0.033333335,0,8
76747,20863,4,3,1,0,0,0,mid_dest,mid_cand,los_3plus,domestic,0.035325386,0.0054397928,291,-5.1454315,0.82608694,0.08695652,0.7826087,1,3
76768,66249,2,1,1,0,0,0,,,,,0.13135946,0.09211936,102,21.473434,0.78571427,0.78571427,0.21428572,0,2
76772,101826,2,3,0,1,0,0,high_dest,mid_cand,los_le2,international,0.063228354,0.08516196,7,17.240005,0.20689656,0.31034482,0.03448276,0,1
76773,17186,6,6,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.039094135,0.01733934,81,7.824318,0.3125,0.5,0.625,1,1
76790,9333,1,1,0,0,0,0,,,,,0.065115236,0.1897858,52,-1.1407623,0.0625,0.40625,0.40625,1,2
76806,75125,3,1,1,0,0,0,,,,,0.05890362,0.06997529,536,-11.536907,0.18181819,0.15151516,0.5151515,1,2
76808,46027,17,14,1,0,0,0,mid_dest,high_cand,los_le2,domestic,0.041680567,0.019052092,410,-16.053589,0.375,0.4375,0.53125,1,2
76828,106949,6,6,0,0,0,0,mid_dest,high_cand,los_3plus,international,0.033420704,0.028387321,40,-22.687248,0.5483871,0.3548387,0.3548387,0,5
76842,31486,6,6,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.038588516,0.02791443,523,-82.825775,0.060606062,0.57575756,0.121212125,1,1
76846,8864,1,5,0,1,0,0,low_dest,high_cand,los_le2,domestic,0.064173706,0.024642326,957,53.43097,0.3030303,0.3030303,0.09090909,1,1
76849,40752,2,2,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.0654794,0.06387147,21,-15.0342865,0.16666667,0.5,0.055555556,1,1
76852,72799,1,3,0,1,0,0,mid_dest,high_cand,los_le2,domestic,0.054283883,0.024488488,271,18.243912,0.38709676,0.09677419,0.5483871,1,1
76860,115964,1,1,0,0,0,0,,,,,0.04058937,0.027742945,3,0.0,0.85714287,0.5714286,0.2857143,1,1
76864,1535,4,4,0,0,0,0,mid_dest,low_cand,los_le2,domestic,0.10392601,0.06723313,464,16.326645,0.36363637,0.6363636,0.18181819,1,2
76876,78624,12,11,1,0,0,0,high_dest,low_cand,los_le2,domestic,0.062564015,0.004783266,391,-54.461655,0.6666667,0.53333336,0.6,1,2
76885,139299,4,5,0,1,0,0,low_dest,high_cand,los_le2,domestic,0.038788136,0.026430883,185,-36.32032,0.19444445,0.19444445,0.055555556,1,1
76889,11297,1,1,0,0,0,0,,,,,0.15812522,0.11252059,301,-30.6623,0.09090909,0.060606062,0.4848485,1,1
76918,103339,3,5,0,1,0,0,low_dest,low_cand,los_le2,domestic,0.022935778,0.023004338,290,150.42163,0.8,0.8,0.2,1,1
76938,27999,3,3,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.060638767,0.02717935,157,-249.39789,0.42857143,0.42857143,0.14285715,1,1
76943,131454,20,21,0,1,0,0,low_dest,high_cand,los_le2,domestic,0.069636345,0.027742945,219,-72.88873,0.375,0.78125,0.03125,1,1
76964,36376,2,2,0,0,0,0,mid_dest,low_cand,los_le2,international,0.044648305,0.027742945,0,-144.95358,0.6,0.4,0.2,0,1
76996,98803,1,1,0,0,0,0,,,,,0.32438248,0.2526504,230,-141.47867,0.34615386,0.88461536,0.5,0,1
77000,44279,22,23,0,1,0,0,low_dest,mid_cand,los_3plus,domestic,0.0708924,0.02311912,3,9608.674,0.4642857,0.5,0.035714287,1,13
77002,130162,4,4,0,0,0,0,high_dest,high_cand,los_le2,international,0.07420998,0.09124496,15,-76.447334,0.09677419,0.06451613,0.5483871,0,2
77016,95779,2,2,0,0,0,0,mid_dest,high_cand,los_le2,domestic,0.02689022,0.014601549,57,1.3763199,0.46875,0.3125,0.53125,1,2
77019,76814,7,8,0,1,0,0,low_dest,low_cand,los_le2,domestic,0.037781894,0.013871472,376,12.01091,0.2857143,0.5714286,0.04761905,1,1
77020,122772,7,7,0,0,0,0,mid_dest,low_cand,los_le2,international,0.04524957,0.032534707,88,-1.2813568,0.8,0.3,0.5,0,1
77021,68670,1,1,0,0,0,0,,,,,0.038830806,0.027742945,56,21.018028,0.3939394,0.6060606,0.24242425,0,1
77026,23286,2,2,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.08233051,0.044049293,47,-17.237228,0.5,0.7647059,0.029411765,1,1
77030,113351,3,4,0,1,0,0,mid_dest,mid_cand,los_le2,international,0.10224918,0.04562248,32,-16.238754,0.115384616,0.5,0.3846154,0,1
77039,96780,3,1,1,0,0,0,,,,,0.053530846,0.036415882,406,36.409195,0.7878788,0.15151516,0.6363636,1,5
77054,10726,7,8,0,1,0,0,low_dest,low_cand,los_3plus,domestic,0.021958183,0.011097178,31,10.99258,0.78571427,0.071428575,0.85714287,1,3
77073,82921,9,11,0,1,0,0,low_dest,high_cand,los_le2,domestic,0.036154922,0.016869849,173,-12.345551,0.0882353,0.9411765,0.14705883,1,2
77083,6616,1,1,0,0,0,0,,,,,0.04237658,0.013871472,96,-23.518433,0.2,0.2,0.8,1,1
77089,122581,3,3,0,0,0,0,high_dest,low_cand,los_3plus,international,0.048392743,0.016808283,101,-58.163177,0.5555556,0.11111111,0.8888889,0,3
77099,3675,1,1,0,0,0,0,,,,,0.09231178,0.052414857,212,50.854904,0.2,0.5,0.1,1,1
77102,14339,1,1,0,0,0,0,,,,,0.04253544,0.044049293,25,-106.520386,0.03125,0.65625,0.25,0,1
77126,105408,3,2,1,0,0,0,mid_dest,mid_cand,los_3plus,international,0.061950155,0.021278739,944,-44.817017,0.07692308,0.07692308,0.53846157,0,5
77153,8917,8,7,1,0,0,0,low_dest,high_cand,los_le2,international,0.041261237,0.055182863,366,-2335.704,0.90625,0.59375,0.125,0,2
77169,86773,3,3,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.037733052,0.01733934,32,-8.085312,0.375,0.375,0.625,1,1
77173,80226,16,15,1,0,0,0,mid_dest,high_cand,los_le2,domestic,0.030920826,0.029966177,78,-2.989235,0.7741935,0.19354838,0.22580644,1,2
77195,97044,3,5,0,1,0,0,high_dest,high_cand,los_le2,domestic,0.03965168,0.04562248,29,-17.047928,0.12903225,0.41935483,0.16129032,1,1
77208,63229,1,1,0,0,0,0,,,,,0.04093664,0.013446625,247,-37.109146,0.09090909,0.09090909,0.42424244,1,1
77223,56013,2,2,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.09165997,0.08638715,301,-7.1214905,0.125,0.8125,0.0625,1,1
77251,1501,2,2,0,0,0,0,low_dest,mid_cand,los_le2,domestic,0.046958882,0.12652385,105,-10.616104,0.26666668,0.6,0.033333335,1,1
77257,105144,3,4,0,1,0,0,mid_dest,low_cand,los_le2,domestic,0.12712975,0.027742945,12,-6.0,0.4,0.8,0.2,1,1
77260,39484,3,3,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.032198645,0.022548806,229,20.268997,0.8333333,0.33333334,0.8333333,1,1
77293,133947,9,14,0,1,0,0,low_dest,high_cand,los_3plus,domestic,0.04524957,0.01631938,88,-83.92865,0.17142858,0.71428573,0.08571429,1,6
77296,24836,3,1,1,0,0,0,,,,,0.06543955,0.058064975,128,-11.844223,0.25,0.53125,0.125,0,3
77300,138559,1,1,0,0,0,0,,,,,0.03792458,0.028327348,269,-38.31375,0.035714287,0.75,0.17857143,1,4
77304,70622,5,3,1,0,0,0,low_dest,mid_cand,los_le2,domestic,0.047034495,0.007498093,41,-34.206337,0.033333335,0.46666667,0.06666667,1,1
77327,93738,6,5,1,0,1,0,mid_dest,high_cand,los_3plus,domestic,0.04414055,0.053226225,23,6.873474,0.28125,0.40625,0.03125,1,3
77329,75704,1,1,0,0,0,0,,,,,0.14585723,0.10213407,226,-23.783058,0.029411765,0.23529412,0.47058824,1,1
77356,48808,11,10,1,0,0,0,high_dest,mid_cand,los_3plus,international,0.03204725,0.01981639,43,-1.4155846,0.59090906,0.09090909,0.72727275,0,6
77357,62631,9,7,1,0,0,0,high_dest,low_cand,los_3plus,domestic,0.056600835,0.01981639,29,-2.3327599,0.8181818,0.18181819,0.54545456,1,5
77375,101104,13,14,0,1,0,0,mid_dest,mid_cand,los_le2,domestic,0.044960633,0.008949337,111,-48.96945,0.1724138,0.7241379,0.03448276,1,1
77391,3775,2,2,0,0,0,0,low_dest,high_cand,los_3plus,international,0.04755178,0.045353424,587,-9.6521,0.3030303,0.45454547,0.27272728,0,7
77408,64696,1,1,0,0,0,0,,,,,0.1989377,0.16491967,27,94.394806,0.083333336,0.8333333,0.083333336,0,5
77435,8406,3,3,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.029038688,0.0709683,85,-7.818115,0.11764706,0.5,0.47058824,1,2
77460,70423,17,20,0,1,0,0,mid_dest,high_cand,los_le2,international,0.021021454,0.018944679,224,2.2384796,0.8181818,0.3939394,0.6666667,0,1
77495,111679,1,1,0,0,0,0,,,,,0.058675267,0.02281124,61,12.958527,0.33333334,0.33333334,0.13333334,0,3
77532,92814,3,3,0,0,0,0,low_dest,mid_cand,los_le2,domestic,0.04281345,0.075142905,48,-2243.047,0.033333335,0.4,0.2,1,1
77541,49350,3,3,0,0,0,0,high_dest,low_cand,los_le2,international,0.07420998,0.02311912,15,79.347336,0.71428573,0.71428573,0.2857143,0,1
77544,115342,1,1,0,0,0,0,,,,,0.041857786,0.027742945,2,3.0,0.47058824,0.8235294,0.05882353,1,1
77551,51178,1,2,0,1,0,0,low_dest,high_cand,los_le2,international,0.1335681,0.09372656,564,-11.966507,0.6875,0.40625,0.34375,0,2
77552,20026,1,1,0,0,0,0,,,,,0.044989407,0.021340726,22,11.506363,0.15384616,0.115384616,0.8076923,1,1
77560,82483,3,3,0,0,0,0,high_dest,low_cand,los_le2,international,0.06300847,0.06723313,23,173.36911,0.93333334,0.8,0.33333334,0,2
77574,118167,5,4,1,0,0,0,high_dest,mid_cand,los_le2,international,0.05610132,0.015412747,83,-29.054932,0.36363637,0.5,0.27272728,0,1
77575,22790,1,1,0,0,0,0,,,,,0.051647976,0.04978707,267,9.47139,0.071428575,0.32142857,0.035714287,1,6
77587,103431,5,5,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.022713099,0.008949337,73,33.923553,0.25,0.25,0.16666667,1,1
77589,16592,3,1,1,0,0,0,,,,,0.020521484,0.037571453,84,22.893574,0.55,0.05,0.65,1,2
77601,92222,9,10,0,1,0,0,high_dest,low_cand,los_le2,domestic,0.02658465,0.022024646,58,-23.106903,0.2631579,0.5263158,0.68421054,1,1
77609,102554,2,2,0,0,0,0,mid_dest,mid_cand,los_le2,international,0.13574734,0.12129049,83,-36.6447,0.33333334,0.18518518,0.5185185,0,1
77617,73471,5,4,1,0,0,0,high_dest,low_cand,los_le2,international,0.07893165,0.06678116,139,-14.430153,0.23076923,0.23076923,0.9230769,0,1
77618,114130,23,22,1,0,0,0,low_dest,mid_cand,los_le2,international,0.041857786,0.027742945,2,-26.115005,0.8888889,0.14814815,0.8148148,0,2
77633,32760,1,1,0,0,0,0,,,,,0.1323622,0.22342238,101,-246.90227,0.05882353,0.11764706,0.7647059,1,1
77638,106290,6,5,1,0,1,0,low_dest,low_cand,los_le2,international,0.061564453,0.021340726,8,-38.576252,0.11111111,0.22222222,0.44444445,0,2
77656,69232,6,6,0,0,0,0,mid_dest,mid_cand,los_3plus,domestic,0.040287193,0.015028582,177,-12.409943,0.8888889,0.18518518,0.6666667,1,6
77690,65515,1,1,0,0,0,0,,,,,0.043765977,0.04369906,92,0.38119507,0.44444445,0.4814815,0.037037037,1,2
77692,126343,5,5,0,0,0,0,low_dest,low_cand,los_le2,domestic,0.043208037,0.027742945,1,20.460003,0.1875,0.1875,0.6875,1,1
77695,107992,3,5,0,1,0,0,low_dest,low_cand,los_3plus,international,0.022494704,0.027742945,74,33.973114,0.06666667,0.26666668,0.06666667,0,4
77706,104960,5,5,0,0,0,0,high_dest,low_cand,los_3plus,international,0.03944954,0.020276658,80,-87.7325,0.16666667,0.083333336,0.6666667,0,3
77712,40127,5,5,0,0,0,0,high_dest,low_cand,los_le2,international,0.0678039,0.075142905,34,17.948822,0.8,0.6,0.4,0,1
77740,111837,5,3,1,0,0,0,high_dest,mid_cand,los_le2,domestic,0.054243114,0.007498093,50,-2.9286041,0.22727273,0.45454547,0.18181819,1,1
77748,28798,3,3,0,0,0,0,mid_dest,low_cand,los_le2,international,0.026299693,0.0064518475,135,-1584.8286,0.72727275,0.18181819,0.27272728,0,2
77749,126732,3,2,1,0,0,0,low_dest,high_cand,los_le2,domestic,0.055289302,0.032940477,573,-18.26741,0.3125,0.125,0.1875,1,1
77776,68292,4,6,0,1,0,1,mid_dest,mid_cand,los_le2,domestic,0.02088794,0.004268145,82,-3.004387,0.45454547,0.045454547,0.72727275,1,1
77779,14938,8,8,0,0,0,0,mid_dest,high_cand,los_3plus,international,0.08031125,0.027742945,161,10.824722,0.8125,0.09375,0.53125,0,5
77789,32358,2,2,0,0,0,0,high_dest,high_cand,los_le2,domestic,0.026087847,0.04562248,328,-19.40335,0.53125,0.34375,0.0625,1,1
77793,16338,3,4,0,1,0,0,high_dest,mid_cand,los_3plus,domestic,0.06184165,0.09124496,24,-3.5229187,0.27272728,0.72727275,0.13636364,1,4
77804,18640,4,8,0,1,0,1,mid_dest,high_cand,los_le2,domestic,0.0482161,0.007498093,60,4.4104996,0.32352942,0.29411766,0.5,1,1
77827,26796,16,15,1,0,0,0,low_dest,high_cand,los_3plus,domestic,0.043323133,0.027742945,24,-5.958332,0.4864865,0.1891892,0.16216215,1,3
77831,104053,7,7,0,0,0,0,mid_dest,high_cand,los_le2,international,0.04298685,0.05703239,164,-17.825668,0.6875,0.84375,0.59375,0,1
77836,53541,3,3,0,0,0,0,high_dest,mid_cand,los_le2,international,0.19596007,0.027742945,84,-9.555969,0.85714287,0.14285715,0.71428573,0,1
77867,39302,2,3,0,1,0,0,mid_dest,low_cand,los_le2,domestic,0.09847094,0.06554859,75,-7.2188034,0.8235294,0.1764706,0.5294118,1,1
77876,105745,12,12,0,0,0,0,low_dest,high_cand,los_3plus,international,0.046251446,0.029794812,453,9.2415695,0.6764706,0.44117647,0.029411765,0,4
77878,101604,2,2,0,0,0,0,mid_dest,high_cand,los_le2,domestic,0.091700345,0.070878826,399,-55.54225,0.030303031,0.36363637,0.21212122,1,2
77896,100080,9,8,1,0,0,0,low_dest,high_cand,los_le2,domestic,0.062262993,0.02777353,120,35.336,0.3125,0.09375,0.625,1,2
77898,34245,3,5,0,1,0,0,mid_dest,mid_cand,los_le2,international,0.024804614,0.01206215,24,-63.831245,0.5652174,0.5652174,0.26086956,0,1
77911,135221,4,5,0,1,0,0,low_dest,mid_cand,los_le2,international,0.051797822,0.0491319,131,46.799545,0.73333335,0.46666667,0.26666668,0,2
77940,133773,23,19,1,0,0,0,high_dest,high_cand,los_3plus,international,0.04033533,0.009908195,28,23.915375,0.61290324,0.5483871,0.032258064,0,8
77943,70316,3,4,0,1,0,0,low_dest,high_cand,los_le2,domestic,0.0764526,0.052963477,66,-15.606064,0.27272728,0.27272728,0.5151515,1,1
77960,41093,5,5,0,0,0,0,low_dest,low_cand,los_3plus,international,0.030782226,0.01206215,46,5.5913086,0.22222222,0.33333334,0.6666667,0,3
77964,16096,3,4,0,1,0,0,low_dest,high_cand,los_le2,domestic,0.039767113,0.025220858,230,-17.84539,0.18181819,0.21212122,0.060606062,1,1
77976,109238,21,24,0,1,0,0,low_dest,high_cand,los_le2,domestic,0.04339449,0.021340726,70,2.4428558,0.6666667,0.060606062,0.8787879,1,1
77995,67747,3,3,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.084361486,0.14233933,57,-2.317894,0.8787879,0.33333334,0.030303031,1,1
77997,58039,2,2,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.052227255,0.04714417,302,-74.04169,0.0882353,0.7647059,0.029411765,1,1
78017,91490,2,3,0,1,0,0,high_dest,high_cand,los_3plus,international,0.06612116,0.045548588,81,-69.83803,0.5625,0.15625,0.4375,0,4
78029,105928,7,7,0,0,0,0,low_dest,low_cand,los_le2,domestic,0.03197275,0.0153907165,137,43.272552,0.5,0.5,0.4,1,2
78040,4548,2,2,0,0,0,0,high_dest,mid_cand,los_le2,domestic,0.2068573,0.17023966,107,29.310272,0.26923078,0.5,0.34615386,1,1
78046,55383,3,3,0,0,0,0,mid_dest,low_cand,los_3plus,international,0.10263131,0.08944796,61,-4.223274,0.8,0.93333334,0.33333334,0,4
78048,57223,6,6,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.044648305,0.027742945,0,-163.5736,0.2857143,0.42857143,0.42857143,1,2
78061,98175,3,3,0,0,0,0,mid_dest,high_cand,los_le2,domestic,0.06571157,0.063408375,173,-29.11647,0.48387095,0.06451613,0.3548387,1,1
78065,25927,2,2,0,0,0,0,high_dest,low_cand,los_le2,international,0.019412307,0.007926555,39,36.16411,0.36363637,0.36363637,0.36363637,0,2
