srch_id,prop_id,price_usd_booked,price_rank_norm_booked,price_vs_mean_booked,price_vs_median_booked,price_vs_prop_mean_booked,price_ratio_to_hist_booked,value_score_booked,value_score_rank_norm_booked,quality_rank_avg_booked,prop_starrating_booked,prop_review_score_booked,prop_brand_bool_booked,promotion_flag_booked,prop_location_score1_booked,prop_location_score2_booked,location1_rank_norm_booked,location2_rank_norm_booked,review_rank_norm_booked,star_percentile_booked,prop_count_booked,prop_click_rate_booked,prop_book_rate_booked,prop_dest_book_rate_booked,prop_avg_position_booked,orig_destination_distance_booked,comp_rate_advantage_booked,comp_no_inv_count_booked,seg_dest,seg_cand,seg_los,seg_dom,booked_v6_pos,booked_v4_pos,prop_id_wrong,price_usd_wrong,price_rank_norm_wrong,price_vs_mean_wrong,price_vs_median_wrong,price_vs_prop_mean_wrong,price_ratio_to_hist_wrong,value_score_wrong,value_score_rank_norm_wrong,quality_rank_avg_wrong,prop_starrating_wrong,prop_review_score_wrong,prop_brand_bool_wrong,promotion_flag_wrong,prop_location_score1_wrong,prop_location_score2_wrong,location1_rank_norm_wrong,location2_rank_norm_wrong,review_rank_norm_wrong,star_percentile_wrong,prop_count_wrong,prop_click_rate_wrong,prop_book_rate_wrong,prop_dest_book_rate_wrong,prop_avg_position_wrong,orig_destination_distance_wrong,comp_rate_advantage_wrong,comp_no_inv_count_wrong
36696,100081,149.0,0.22580644,-121.25806,-39.0,-45.61293,,0.79830194,0.32258064,0.086021505,4,4.5,1,0,3.43,0.0165,0.06451613,0.2580645,0.06451613,0.46774194,707,0.058805224,0.028266335,0.0092476485,16.428875,189.75,0,0,low_dest,high_cand,los_3plus,domestic,5,11,11948,127.0,0.12903225,-143.25806,-61.0,-34.757797,,0.82439715,0.19354838,0.17204301,4,4.5,0,1,2.48,0.0283,0.32258064,0.06451613,0.06451613,0.46774194,709,0.06541198,0.037662096,0.06155215,13.881048,187.54,0,0
36714,41578,81.0,0.46875,-12.0,-9.0,-2.9880981,,0.68077856,0.125,0.14583333,3,4.5,0,1,2.56,0.0706,0.25,0.5,0.15625,0.734375,63,0.057413433,0.05196009,0.08516196,3.0172415,272.11,-3,0,low_dest,high_cand,los_le2,domestic,2,2,111899,58.0,0.125,-35.0,-32.0,4.222885,,0.73573816,0.03125,0.41666666,3,3.5,1,1,2.2,0.1494,0.625,0.09375,0.59375,0.734375,52,0.11389572,0.07112547,0.09124496,6.2765956,268.55,3,0
36774,20113,139.0,1.0,39.666664,50.5,24.752357,1.0665978,0.60708565,0.33333334,0.22222222,3,5.0,1,0,1.79,0.2129,0.33333334,0.33333334,0.16666667,0.9166667,17,0.07105211,0.060261454,0.0948929,3.6923077,66.2,0,0,high_dest,low_cand,los_le2,domestic,2,2,11211,120.0,0.8333333,20.666664,31.5,15.843529,0.9116416,0.62554854,0.16666667,0.44444445,3,4.5,1,0,0.69,0.0847,0.8333333,0.5,0.33333334,0.9166667,17,0.113605306,0.102814645,0.17109717,5.571429,69.81,0,0
36788,73208,232.0,0.85714287,15.428574,16.0,40.603745,0.977006,0.5503539,0.5714286,0.33333334,3,4.0,0,0,1.61,0.1592,0.42857143,0.5714286,0.2857143,0.64285713,8,0.08788024,0.0745339,0.13396643,1.0,1111.02,0,0,high_dest,low_cand,los_le2,international,5,5,36905,216.0,0.5714286,-0.5714264,0.0,-34.896347,0.78292257,0.74350864,0.14285715,0.23809524,4,4.5,1,0,1.61,0.3505,0.42857143,0.2857143,0.14285715,1.0,11,0.13023047,0.09347045,0.16387147,3.857143,1111.79,0,0
36803,50214,132.19,0.59375,-9.74968,6.654999,-11.809814,,0.6132741,0.59375,0.26041666,3,4.5,1,0,2.48,0.0982,0.46875,0.28125,0.03125,0.46875,158,0.05499707,0.04166111,0.018495297,18.413223,107.54,0,0,low_dest,high_cand,los_le2,domestic,5,6,38332,127.44,0.53125,-14.49968,1.9049988,-1.4442596,,0.61786085,0.5625,0.29166666,3,4.0,1,0,2.56,0.211,0.375,0.0625,0.21875,0.46875,246,0.051954526,0.03924742,0.0709683,15.572865,107.81,0,0
36812,80016,76.55,0.115384616,-282.2458,-93.729996,-36.103607,,0.45967257,0.8076923,0.42307693,2,3.5,0,1,2.77,0.0763,0.07692308,0.15384616,0.46153846,0.23076923,72,0.06215146,0.037571453,0.04749898,12.526316,1808.65,-2,0,high_dest,mid_cand,los_le2,international,3,3,132621,241.44,0.5769231,-117.355774,71.16,-99.639496,,0.7284974,0.1923077,0.42307693,4,4.0,1,0,0.69,0.1165,0.84615386,0.03846154,0.26923078,0.7692308,83,0.064950876,0.033914056,0.02777353,9.552631,1810.16,0,0
36857,28943,144.5,0.4375,-14.676559,-8.084991,9.549789,,0.80318445,0.125,0.39583334,4,3.5,1,1,4.84,0.0722,0.28125,0.75,0.8125,0.71875,191,0.06488439,0.053539768,0.046499476,17.51497,,0,0,mid_dest,high_cand,los_le2,domestic,9,11,51555,170.17,0.59375,10.993439,17.585007,-2.4240417,,0.777808,0.1875,0.22916667,4,4.5,1,1,4.63,0.1602,0.53125,0.0625,0.0625,0.71875,408,0.07383436,0.045279197,0.055888128,3.5594854,,-1,0
36864,106186,47.0,0.06451613,-57.161293,-32.0,-167.57901,0.3946119,1.0332711,0.09677419,0.40860215,4,4.0,0,1,4.16,,0.7096774,,0.41935483,0.7580645,81,0.1021572,0.07957017,0.027742945,12.09375,6552.16,4,0,mid_dest,high_cand,los_3plus,international,8,9,88483,125.0,0.83870965,20.838707,46.0,-103.248825,0.48593205,1.0338521,0.06451613,0.21505377,5,5.0,0,1,4.42,0.1872,0.58064514,0.19354838,0.032258064,0.983871,101,0.0712935,0.05978846,0.027742945,5.1190476,6551.98,0,0
36894,101155,74.0,0.61764705,3.176468,8.5,-9.6226425,,0.6948485,0.1764706,0.2254902,3,4.0,1,1,2.4,0.0252,0.44117647,0.3529412,0.1764706,0.7794118,201,0.05341753,0.051222026,0.015028582,13.873333,812.99,0,0,low_dest,high_cand,los_le2,domestic,8,10,114919,158.0,1.0,87.17647,92.5,-30.594574,,0.78912514,0.029411765,0.029411765,4,4.5,1,1,2.94,0.1311,0.029411765,0.05882353,0.029411765,1.0,120,0.08226299,0.052215256,0.05554965,5.275862,818.17,0,0
36901,15976,123.0,0.5,-10.15625,-3.0,1.0418777,,0.8298271,0.0625,0.32291666,4,4.0,1,0,2.77,0.037,0.46875,0.78125,0.46875,0.953125,128,0.07809778,0.05590056,0.06823293,30.105263,1548.29,0,0,low_dest,high_cand,los_le2,domestic,2,2,102445,115.0,0.40625,-18.15625,-11.0,30.627228,,0.63110197,0.34375,0.09375,3,4.5,1,0,2.83,0.3741,0.03125,0.3125,0.09375,0.546875,216,0.1639815,0.16191988,0.19071603,5.8219895,1548.0,-2,0
36909,24310,192.93,0.84,25.932785,54.719986,-52.165955,,0.94921744,0.36,0.26666668,5,4.0,1,0,0.69,0.3755,0.48,0.04,0.28,0.82,47,0.09531752,0.06275699,0.060829975,6.6571426,287.68,0,0,mid_dest,mid_cand,los_le2,domestic,2,2,92767,128.93,0.32,-38.067215,-9.280014,-51.41565,,1.0273278,0.12,0.24,5,4.0,1,0,1.1,0.0869,0.4,0.12,0.28,0.82,39,0.12086158,0.09901867,0.11986471,6.83871,285.6,0,0
36911,120426,179.0,0.90625,48.0625,57.5,-76.535065,0.54193217,0.77027404,0.1875,0.19791667,4,4.5,1,0,2.3,0.1951,0.4375,0.0625,0.09375,0.875,164,0.079069324,0.055836536,0.09901867,10.637681,,1,0,low_dest,high_cand,los_le2,international,2,2,110190,159.0,0.84375,28.0625,37.5,-49.662537,0.6629234,0.7881503,0.15625,0.29166666,4,4.0,1,0,2.3,0.1968,0.4375,0.03125,0.375,0.875,150,0.124108054,0.09906827,0.10844902,10.694656,,0,2
36932,131344,297.0,0.875,83.34375,98.0,-189.83658,0.59674346,0.8776405,0.125,0.30208334,5,5.0,1,1,4.58,0.4339,0.84375,0.40625,0.03125,0.890625,406,0.007659287,0.0042024963,0.0026934897,19.338028,471.04,0,0,low_dest,high_cand,los_3plus,domestic,22,23,85065,153.0,0.09375,-60.65625,-46.0,-50.954407,0.61905426,0.794131,0.34375,0.6145833,4,4.0,1,0,4.58,0.4322,0.84375,0.4375,0.71875,0.453125,672,0.07740662,0.053892147,0.054456774,18.857426,471.11,-1,0
36939,114228,50.54,0.09090909,-28.069702,-19.900002,-22.104996,,0.7609658,0.7878788,0.41414142,3,4.0,1,1,5.06,0.1905,0.030303031,0.36363637,0.4848485,0.18181819,12,0.05570117,0.043625914,0.07983934,28.09091,,1,0,low_dest,high_cand,los_le2,domestic,9,12,62588,70.44,0.42424244,-8.169701,0.0,-20.92833,,0.93701875,0.3030303,0.32323232,4,4.5,1,1,4.79,0.1216,0.8181818,0.6060606,0.060606062,0.6363636,36,0.06574923,0.058064975,0.069013014,7.0,,0,0
36947,17233,109.0,0.6785714,-4.3928604,17.5,11.330002,0.9815207,0.63823265,0.35714287,0.14285715,3,4.5,1,0,2.2,0.2825,0.17857143,0.25,0.10714286,0.6785714,31,0.038351625,0.030037513,0.075142905,17.666666,410.56,0,0,low_dest,mid_cand,los_le2,domestic,5,5,56069,76.0,0.39285713,-37.39286,-15.5,-7.069252,0.70520514,0.69063866,0.10714286,0.2857143,3,3.5,1,1,2.2,0.4961,0.17857143,0.035714287,0.53571427,0.6785714,40,0.033420704,0.026175547,0.01631938,19.366667,410.28,0,0
36961,124261,50.0,0.029411765,-52.5,-49.5,2.0796585,0.87111855,0.50866956,0.7941176,0.5686275,2,3.5,1,0,3.14,0.1907,0.11764706,0.11764706,0.7941176,0.13235295,59,0.037521902,0.031823464,0.049509335,22.652174,,0,0,low_dest,high_cand,los_le2,domestic,11,12,56542,79.0,0.4117647,-23.5,-20.5,-8.293671,0.6309352,0.6846147,0.2647059,0.16666667,3,4.0,1,0,3.22,0.0972,0.029411765,0.38235295,0.3529412,0.5882353,79,0.104031645,0.08103017,0.095053986,11.4925375,,1,0
37036,35623,164.02,0.67741936,13.248062,30.180008,16.386673,,0.7833819,0.38709676,0.37634408,4,3.5,1,0,1.61,0.002,0.48387095,0.38709676,0.61290324,0.67741936,27,0.023499109,0.014601549,0.01206215,10.909091,97.74,-1,0,high_dest,high_cand,los_le2,domestic,21,20,59075,90.54,0.09677419,-60.23194,-43.299995,-22.083,,0.8855874,0.06451613,0.38709676,4,3.5,0,0,1.39,0.0165,0.516129,0.032258064,0.61290324,0.67741936,30,0.07232416,0.047204804,0.04562248,16.666666,104.17,-1,0
37039,19740,104.03,0.28125,-22.300941,-14.235001,-5.772354,,0.64457273,0.625,0.42708334,3,4.0,1,0,3.66,0.2573,0.03125,0.03125,0.6875,0.328125,191,0.10108348,0.08068909,0.02311912,11.423077,648.36,0,0,low_dest,high_cand,los_le2,international,2,1,125420,128.57,0.59375,2.239067,10.305008,-13.00206,,0.82233095,0.3125,0.052083332,4,4.5,1,0,3.66,0.2055,0.03125,0.125,0.03125,0.71875,209,0.0809182,0.06624389,0.10645245,7.070588,648.11,0,0
37051,93476,58.6,0.29411766,-36.379417,-4.200001,-24.940002,,0.733917,0.29411766,0.4509804,3,3.0,0,0,0.69,0.2647,0.5294118,0.1764706,0.5882353,0.61764705,5,0.038269978,0.023779666,0.027742945,24.0,,0,0,mid_dest,low_cand,los_3plus,international,2,2,33369,53.88,0.1764706,-41.099415,-8.919998,2.0900002,,0.49935722,0.7058824,0.47058824,2,4.0,0,0,0.69,0.3175,0.5294118,0.11764706,0.1764706,0.2647059,1,0.043208037,0.02684801,0.027742945,26.0,,1,0
37066,117915,84.91,0.18518518,-53.84445,-33.03,-31.12452,0.5664263,0.8982102,0.22222222,0.20987654,4,4.0,0,1,4.58,0.0465,0.11111111,0.5555556,0.2962963,0.5740741,319,0.09266318,0.06542203,0.08266713,10.222222,,0,0,mid_dest,mid_cand,los_le2,international,2,2,50608,99.45,0.33333334,-39.30446,-18.490005,-60.303696,0.44470468,0.86774296,0.33333334,0.27160493,4,4.0,0,1,4.49,0.1068,0.2962963,0.2962963,0.2962963,0.5740741,311,0.1007022,0.08748472,0.07138715,9.248996,,0,0
37067,95990,137.44,0.5862069,-63.058975,26.68,3.2079468,,0.8112871,0.2413793,0.25287357,4,4.5,1,1,3.04,0.0769,0.4827586,0.31034482,0.06896552,0.67241377,112,0.12915105,0.090368226,0.09663989,12.116883,,0,0,mid_dest,mid_cand,los_3plus,domestic,2,2,64785,101.82,0.3448276,-98.67898,-8.940002,-40.87101,,0.86337525,0.06896552,0.3448276,4,4.0,1,1,3.5,0.0481,0.37931034,0.4827586,0.44827586,0.67241377,80,0.13035864,0.08938444,0.10094426,15.379311,,2,0
37083,17637,411.5,0.6785714,13.71286,35.049988,192.54924,,0.6642051,0.64285713,0.15476191,4,4.5,1,0,4.48,0.0744,0.25,0.25,0.035714287,0.51785713,267,0.051647976,0.023004338,0.024642326,16.995146,,0,1,mid_dest,mid_cand,los_3plus,international,16,16,37733,317.07,0.035714287,-80.71713,-59.380005,112.20087,,0.52062804,0.89285713,0.44047618,3,4.5,1,0,4.34,0.0826,0.39285713,0.21428572,0.035714287,0.08928572,301,0.064469635,0.038768243,0.04193558,20.15814,,0,1
37087,139575,179.0,0.84375,52.625,57.0,30.184784,0.84991914,0.77027404,0.15625,0.052083332,4,4.5,1,0,2.56,0.0516,0.03125,0.1875,0.0625,0.90625,92,0.07655286,0.06419908,0.06688631,6.368421,1142.97,0,0,low_dest,high_cand,los_le2,domestic,5,8,23498,84.0,0.1875,-42.375,-38.0,-18.233925,0.67761004,0.67527246,0.25,0.25,3,4.5,1,1,2.4,0.056,0.46875,0.125,0.0625,0.53125,79,0.058160085,0.05350723,0.074329995,17.432837,1151.2,-3,0
37092,108875,157.0,0.39285713,-10.607147,-12.0,-42.073334,,0.0,0.5714286,0.29761904,0,4.5,0,0,6.46,,0.25,,0.071428575,0.25,9,0.034344852,0.021340726,0.01981639,23.8,4765.07,1,0,high_dest,mid_cand,los_le2,international,23,21,140098,153.0,0.35714287,-14.607147,-16.0,-72.67148,,0.794131,0.035714287,0.30952382,4,4.0,1,0,6.35,0.6588,0.6785714,0.25,0.21428572,1.0,68,0.013667849,0.008492738,0.014601549,17.321428,4764.29,0,1
37100,28014,109.0,0.03125,-77.125,-49.5,-54.3423,0.49725518,0.8509768,0.25,0.35416666,4,4.5,0,1,5.64,0.1328,0.75,0.6875,0.03125,0.453125,143,0.042424563,0.027932303,0.011097178,21.811966,,1,0,low_dest,high_cand,los_3plus,international,3,3,36558,146.0,0.375,-40.125,-12.5,-80.77443,0.5398882,1.0019171,0.03125,0.46875,5,4.0,1,1,5.57,0.2322,0.8125,0.3125,0.5625,0.890625,244,0.06328266,0.04683317,0.013210926,5.693467,,3,0
37119,121743,41.99,0.032258064,-76.273865,-65.61,-31.195904,,1.0635561,0.032258064,0.33333334,4,3.5,0,1,1.61,0.0112,0.3548387,0.29032257,0.61290324,0.7419355,44,0.072154716,0.065301195,0.021340726,16.714285,182.58,1,0,high_dest,high_cand,los_le2,domestic,3,3,128546,106.29,0.41935483,-11.973869,-1.3099976,-38.957893,,0.85551697,0.22580644,0.1827957,4,4.0,1,0,1.79,0.2254,0.2580645,0.032258064,0.2580645,0.7419355,38,0.13734484,0.1298866,0.09124496,4.6875,178.92,0,0
37131,126326,113.0,0.15151516,-50.57576,-66.0,-12.835388,,0.6334194,0.33333334,0.57575756,3,3.5,0,0,3.22,0.0227,0.6060606,0.8484849,0.7878788,0.5,102,0.0707534,0.029032487,0.044289585,21.481482,313.32,0,0,mid_dest,high_cand,los_le2,domestic,6,10,131978,118.0,0.18181819,-45.57576,-61.0,-49.014572,,0.8369736,0.030303031,0.4040404,4,3.5,1,0,3.4,0.0957,0.3939394,0.3030303,0.7878788,0.8636364,291,0.16928177,0.12720339,0.15234414,8.727273,316.22,-2,0
37136,41832,144.0,0.8235294,37.088234,47.0,29.819199,,0.602805,0.44117647,0.39215687,3,3.5,1,0,3.0,0.2343,0.5294118,0.2647059,0.5,0.7058824,313,0.05346778,0.028665563,0.006605463,22.354582,2201.37,0,0,low_dest,high_cand,los_le2,domestic,17,16,22163,81.0,0.4117647,-25.911766,-16.0,21.073513,,0.4538524,0.88235295,0.54901963,2,3.5,1,1,2.71,0.2358,0.61764705,0.20588236,0.5,0.27941176,333,0.108373135,0.09595672,0.14266886,8.614035,2201.38,0,0
37255,139876,301.53,0.7741935,80.45323,98.770004,8.882935,0.8260248,0.70025796,0.7419355,0.32258064,4,4.5,1,1,4.32,0.0283,0.9032258,0.61290324,0.032258064,0.5322581,332,0.081048205,0.05754776,0.061602537,10.602077,,1,0,mid_dest,high_cand,los_le2,international,8,10,92705,213.15,0.58064514,-7.926773,10.389999,-130.4049,0.5957084,0.7453402,0.5483871,0.31182796,4,4.0,0,1,5.42,0.063,0.61290324,0.38709676,0.29032257,0.5322581,411,0.11188084,0.07898478,0.09337473,6.8716416,,-1,0
37260,138162,111.23,0.2173913,-35.584785,-24.71,-43.520226,,0.84735876,0.39130434,0.3188406,4,4.5,0,0,2.08,0.2797,0.65217394,0.08695652,0.04347826,0.5217391,125,0.073157735,0.056982506,0.104623824,12.4811325,5155.49,0,0,mid_dest,mid_cand,los_le2,international,5,4,13449,86.51,0.04347826,-60.304787,-49.43,-58.325386,,0.8945038,0.26086956,0.5072464,4,4.0,0,1,1.95,0.282,0.73913044,0.04347826,0.5217391,0.5217391,93,0.07593048,0.06367714,0.118442066,14.743243,5155.41,0,0
37266,125941,70.66,0.22580644,-33.246452,-30.429993,-18.829292,,1.1704304,0.032258064,0.19354838,5,4.0,0,0,4.55,0.1248,0.032258064,0.61290324,0.516129,0.6935484,128,0.040123098,0.017925875,0.0038004033,24.183674,9071.95,0,0,high_dest,high_cand,los_3plus,international,8,5,17714,86.37,0.38709676,-17.536453,-14.719994,-5384.0527,,1.1185303,0.09677419,0.20430107,5,4.5,0,1,4.38,0.1833,0.516129,0.19354838,0.06451613,0.6935484,165,0.11968948,0.096575834,0.08709686,12.0220585,9071.91,0,0
37293,41706,161.0,0.71428573,22.65715,32.0,25.288223,,0.5896694,0.34285715,0.2,3,4.5,1,0,1.79,0.0192,0.45714286,0.25714287,0.057142857,0.7285714,45,0.04452599,0.024430512,0.010275165,10.228572,,0,0,low_dest,high_cand,los_le2,domestic,7,7,24207,189.0,0.85714287,50.65715,60.0,79.1252,,0.57175267,0.45714286,0.26666668,3,4.0,1,0,1.95,0.0699,0.42857143,0.028571429,0.2857143,0.7285714,129,0.09018522,0.0681276,0.12580675,16.927084,,-1,0
37296,31419,115.0,0.34375,-17.90625,-24.5,26.100655,,0.63110197,0.3125,0.4375,3,4.0,1,0,2.56,0.068,0.6875,0.65625,0.46875,0.53125,198,0.058506355,0.051896002,0.04665019,14.314815,66.69,0,0,low_dest,high_cand,los_le2,domestic,9,2,102445,115.0,0.34375,-17.90625,-24.5,30.627228,,0.63110197,0.3125,0.09375,3,4.5,1,0,2.83,0.3741,0.03125,0.28125,0.09375,0.53125,216,0.1639815,0.16191988,0.19071603,5.8219895,67.45,0,0
37328,23025,36.61,0.15625,-31.013748,-29.419998,4.6366673,,0.82706827,0.9375,0.5520833,3,0.0,0,0,4.17,,0.1875,,0.625,0.109375,3,0.04058937,0.025220858,0.021340726,35.0,,0,0,high_dest,high_cand,los_le2,international,29,31,52446,61.45,0.375,-6.173748,-4.579998,2.0453339,,0.9675002,0.25,0.17708333,4,4.0,1,1,4.16,0.2073,0.28125,0.03125,0.125,0.5625,15,0.0964322,0.08516196,0.13655956,8.933333,,1,0
37332,101485,94.48,0.36363637,-29.65879,-14.43,-6.024437,,0.658051,0.54545456,0.121212125,3,4.5,1,0,3.47,0.0265,0.030303031,0.57575756,0.030303031,0.5,9,0.0856269,0.072622776,0.027742945,4.428571,,0,0,mid_dest,high_cand,los_le2,international,5,5,45895,82.67,0.121212125,-41.468796,-26.240005,-7.945999,,0.6776781,0.33333334,0.44444445,3,4.0,1,0,1.1,0.0323,0.8787879,0.54545456,0.15151516,0.5,10,0.05848623,0.04580721,0.027742945,3.857143,,0,0
37351,86304,103.0,0.48387095,-69.35484,-4.0,24.555847,,0.6459404,0.29032257,0.60215056,3,2.5,1,0,2.4,0.023,0.67741936,0.67741936,0.9354839,0.5967742,53,0.040234327,0.034123957,0.030414987,21.534883,251.74,0,0,low_dest,high_cand,los_le2,domestic,21,17,121430,247.0,0.8064516,74.64516,140.0,49.31151,,0.72550136,0.06451613,0.10752688,4,4.5,1,1,3.74,0.0951,0.22580644,0.22580644,0.06451613,0.9354839,86,0.080512494,0.058899038,0.05997079,11.397261,252.36,0,0
37354,87155,59.0,0.23333333,-26.033333,-19.0,-23.8125,,0.48847866,0.56666666,0.34444445,2,3.5,1,0,1.61,,0.16666667,,0.5,0.38333333,16,0.050857592,0.039832354,0.075142905,6.4444447,449.52,0,0,low_dest,mid_cand,los_le2,domestic,4,3,39162,50.0,0.06666667,-35.033333,-28.0,-17.125,,0.50866956,0.4,0.54444444,2,2.5,1,0,1.39,0.3867,0.36666667,0.06666667,0.9,0.38333333,24,0.09887869,0.0709683,0.07983934,12.846154,441.51,0,0
37374,114283,69.0,0.2647059,-21.0,-10.0,-10.439476,0.73646516,0.7061324,0.32352942,0.47058824,3,4.0,0,0,0.0,0.2,1.0,0.05882353,0.20588236,0.5882353,153,0.061964203,0.04279939,0.027742945,16.533981,200.84,0,0,mid_dest,high_cand,los_le2,domestic,2,2,95962,99.0,0.64705884,9.0,20.0,-69.940704,0.49416766,0.6514417,0.5,0.23529412,3,4.0,0,1,2.94,0.4351,0.29411766,0.029411765,0.20588236,0.5882353,227,0.05968657,0.04214898,0.027742945,16.489584,202.31,0,0
37425,102305,71.0,0.06666667,-50.066666,-47.5,-19.961555,,0.467654,0.7,0.45555556,2,4.0,1,0,1.79,0.1263,0.33333334,0.43333334,0.36666667,0.21666667,77,0.031209806,0.017124189,0.019652762,20.529411,1129.22,0,0,mid_dest,mid_cand,los_3plus,domestic,3,7,50168,108.0,0.36666667,-13.066666,-10.5,8.820557,,0.63947505,0.16666667,0.06666667,3,4.5,1,0,2.4,0.2404,0.033333335,0.1,0.06666667,0.6666667,72,0.14058283,0.11600283,0.12334626,6.5319147,1126.5,0,0
37429,79125,116.0,0.90909094,27.272728,34.0,15.135132,,0.62996435,0.36363637,0.27272728,3,4.5,0,0,1.61,0.0809,0.6363636,0.72727275,0.09090909,0.8181818,37,0.10954402,0.10197445,0.14263323,7.612903,161.94,0,0,high_dest,low_cand,los_le2,domestic,7,6,93975,57.0,0.09090909,-31.727272,-25.0,0.209301,,0.4925571,0.54545456,0.45454547,2,4.0,1,1,1.61,0.0842,0.6363636,0.6363636,0.18181819,0.3181818,43,0.08684177,0.066195734,0.07621929,8.029411,162.04,0,0
37452,125083,109.0,0.48,-13.360001,-17.0,-12.234634,,0.8509768,0.16,0.34666666,4,4.5,1,1,3.61,0.0696,0.92,0.88,0.04,0.72,1630,0.023096053,0.008332704,0.006948904,29.700863,220.37,0,1,mid_dest,mid_cand,los_le2,domestic,10,12,134154,71.0,0.08,-51.36,-55.0,13.373379,,0.701481,0.64,0.6933333,3,3.5,1,1,3.76,0.0937,0.8,0.76,0.68,0.28,1902,0.05193553,0.03873307,0.0417071,10.313492,220.1,0,1
37498,25381,81.77,0.125,-41.216568,-37.96,-10.377792,,0.45289183,0.90625,0.5208333,2,4.0,1,0,2.2,0.1072,0.28125,0.21875,0.4375,0.109375,136,0.05626174,0.02911017,0.05554965,12.346154,2281.99,0,0,low_dest,high_cand,los_le2,domestic,4,4,27002,96.37,0.25,-26.616562,-23.359993,-22.288315,,0.6552338,0.34375,0.15625,3,4.5,1,0,2.4,0.2051,0.15625,0.09375,0.03125,0.484375,155,0.05048351,0.042336695,0.07777145,10.87395,2282.15,1,0
37505,31961,120.27,0.78125,17.673431,16.519997,-41.66944,,0.0,0.75,0.5,0,2.5,0,0,3.97,0.0014,0.21875,0.34375,0.53125,0.15625,36,0.0354462,0.012610429,0.013210926,18.391304,,-2,0,mid_dest,high_cand,los_le2,domestic,27,24,48988,62.12,0.03125,-40.476566,-41.63,13.619999,,0.0,0.75,,0,,0,0,5.92,,0.09375,,,0.15625,7,0.11728241,0.07654833,0.13396643,10.5,,0,0
37558,113143,99.0,0.6060606,-3.0,10.0,-9.191956,,0.6514417,0.57575756,0.34343433,3,4.5,1,0,1.1,0.0189,0.75757575,0.72727275,0.09090909,0.56060606,92,0.043765977,0.03960892,0.024102442,13.039474,240.19,0,0,low_dest,high_cand,los_le2,domestic,20,19,124277,72.0,0.15151516,-30.0,-17.0,-11.140091,,0.6992258,0.18181819,0.28282827,3,4.5,1,1,1.61,0.1147,0.57575756,0.030303031,0.09090909,0.56060606,115,0.07130655,0.06780888,0.061991733,9.333333,235.0,0,0
37592,114389,68.91,0.2,-11.945999,-12.25,-104.41499,,0.7063463,0.4,0.4,3,4.0,1,0,0.69,0.0109,0.4,1.0,0.4,0.6,2,0.041857786,0.02600901,0.027742945,8.0,,-1,0,mid_dest,low_cand,los_le2,domestic,3,3,58932,75.04,0.4,-5.816002,-6.1200027,-52.67334,,0.6926391,0.6,0.46666667,3,3.5,0,0,1.79,0.0924,0.2,0.4,0.8,0.6,3,0.04058937,0.025220858,0.027742945,3.0,,0,0
37606,8161,191.14,0.1724138,-71.39931,-63.539993,-83.5645,,0.76071304,0.13793103,0.42528737,4,4.0,1,1,5.48,0.0375,0.6551724,0.79310346,0.4827586,0.67241377,681,0.060955625,0.032112923,0.03614561,19.526922,,1,0,mid_dest,mid_cand,los_3plus,international,2,1,21155,151.15,0.06896552,-111.38931,-103.53,-242.12766,,0.5970307,0.62068963,0.6666667,3,3.0,0,1,5.69,0.0991,0.4827586,0.4827586,0.8965517,0.2413793,729,0.100578986,0.06565519,0.07545501,14.563964,,0,0
37607,61141,58.2,0.05263158,-31.024212,-33.63,-13.216106,0.62743527,0.9801707,0.05263158,0.50877196,4,0.0,0,0,3.95,,0.6315789,,0.84210527,0.8684211,18,0.13207185,0.121506006,0.027742945,16.0,,3,0,mid_dest,low_cand,los_le2,international,2,2,26640,82.78,0.31578946,-6.444214,-9.050003,-32.910477,0.47056854,0.677477,0.42105263,0.47368422,3,4.0,0,0,3.81,0.3264,0.7368421,0.05263158,0.31578946,0.39473686,21,0.02626371,0.01631938,0.027742945,23.4,,0,0
37610,36045,199.0,0.59375,28.53125,39.5,-332.61,,0.75495666,0.3125,0.28125,4,4.0,1,0,4.17,,0.21875,,0.53125,0.671875,517,0.0189021,0.005177858,0.01726256,22.589611,10.76,0,0,mid_dest,high_cand,los_le2,domestic,25,27,80422,126.0,0.21875,-44.46875,-33.5,-159.23209,,0.82573193,0.09375,0.28125,4,4.0,0,1,4.17,0.6998,0.21875,0.125,0.53125,0.671875,235,0.012601695,0.0069142957,0.021651346,19.857143,11.2,4,0
37635,49959,329.0,0.7096774,54.193542,102.0,-69.849915,0.6880166,0.86220384,0.032258064,0.1827957,5,4.5,1,0,5.18,0.5407,0.48387095,0.41935483,0.032258064,0.9677419,329,0.06779791,0.046886597,0.061387148,12.186722,1265.08,0,0,low_dest,high_cand,los_3plus,domestic,2,2,58030,332.0,0.7741935,57.193542,105.0,-230.53253,0.66706675,0.8608604,0.06451613,0.21505377,5,4.5,1,0,5.11,0.5118,0.58064514,0.516129,0.032258064,0.9677419,229,0.0862527,0.053406518,0.076307066,18.908257,1264.96,0,0
